ID,Datetime,Temperature,Humidity,Pressure,Co2 Gas,PM2.5,PM10,Daytime
767,2019-05-20 19:17:02,22.94910242,34.43560813,972.7535465,632,4.6,10.8,Night
768,2019-05-20 19:17:03,22.94399742,34.41060124,972.8293362,632,4.6,10.8,Night
769,2019-05-20 19:17:03,22.94399742,34.41560056,972.8293362,631,4.6,10.8,Night
770,2019-05-20 19:17:04,22.94910242,34.41561071,972.8651058,632,4.5,11.9,Night
771,2019-05-20 19:17:05,22.95420741,34.42561969,972.8172056,632,4.5,11.9,Night
772,2019-05-20 19:17:05,22.95420741,34.42561969,972.8172056,631,4.5,11.6,Night
773,2019-05-20 19:17:06,22.94910242,34.40061258,972.8372159,632,4.6,11.8,Night
774,2019-05-20 19:17:07,22.94399742,34.42559916,972.8572258,631,4.6,11.8,Night
775,2019-05-20 19:17:07,22.93889243,34.41559039,972.7656777,631,4.6,11.8,Night
776,2019-05-20 19:17:08,22.93889243,34.44058657,972.7656777,632,4.5,11.7,Night
777,2019-05-20 19:17:09,22.94399742,34.40560192,972.8572258,632,4.5,11.7,Night
778,2019-05-20 19:17:09,22.94910242,34.43060878,972.8093261,632,4.5,11.6,Night
779,2019-05-20 19:17:10,22.94399742,34.43559774,972.773557,632,4.5,12.9,Night
780,2019-05-20 19:17:11,22.95420741,34.4356185,972.8450957,632,4.5,12.9,Night
781,2019-05-20 19:17:11,22.94910242,34.44560679,972.8372159,631,4.6,13.3,Night
783,2019-05-20 19:17:12,22.94399742,34.45059555,972.8014466,632,4.7,13.3,Night
782,2019-05-20 19:17:12,22.94910242,34.43560813,972.7535465,632,4.7,13.3,Night
784,2019-05-20 19:17:13,22.94399742,34.43559774,972.773557,632,4.6,12.9,Night
785,2019-05-20 19:17:14,22.94399742,34.46059406,972.8293362,631,4.6,12.8,Night
786,2019-05-20 19:17:14,22.94910242,34.45560542,972.8093261,632,4.6,12.8,Night
787,2019-05-20 19:17:15,22.94910242,34.45060611,972.8372159,631,4.6,12.2,Night
788,2019-05-20 19:17:16,22.94399742,34.46059406,972.773557,632,4.6,12.2,Night
789,2019-05-20 19:17:16,22.94399742,34.45059555,972.8014466,631,4.7,12.2,Night
790,2019-05-20 19:17:17,22.94910242,34.44560679,972.8093261,632,4.6,12.2,Night
791,2019-05-20 19:17:18,22.93889243,34.43058812,972.8214565,632,4.6,12.2,Night
792,2019-05-20 19:17:18,22.94910242,34.42560943,972.8372159,632,4.6,12.4,Night
793,2019-05-20 19:17:19,22.9593124,34.43562887,972.8529755,631,4.6,11.3,Night
794,2019-05-20 19:17:20,22.94910242,34.42560943,972.8093261,631,4.6,11.3,Night
795,2019-05-20 19:17:20,22.94910242,34.41061134,972.8093261,632,4.5,11.2,Night
796,2019-05-20 19:17:21,22.94910242,34.40561196,972.8093261,632,4.5,11.1,Night
797,2019-05-20 19:17:22,22.94910242,34.40561196,972.8093261,632,4.5,11.1,Night
798,2019-05-20 19:17:22,22.94910242,34.40061258,972.7535465,631,4.4,10.1,Night
799,2019-05-20 19:17:23,22.95420741,34.38562418,972.7614256,631,4.4,10.1,Night
800,2019-05-20 19:17:24,22.95420741,34.3956231,972.8172056,632,4.4,10.1,Night
801,2019-05-20 19:17:24,22.95420741,34.40062255,972.8450957,632,4.4,9.8,Night
802,2019-05-20 19:17:25,22.94399742,34.39560326,972.8293362,632,4.5,10.3,Night
803,2019-05-20 19:17:26,22.95420741,34.41062143,972.8172056,632,4.5,10.3,Night
804,2019-05-20 19:17:26,22.95420741,34.39062364,972.7893156,632,4.5,10.3,Night
805,2019-05-20 19:17:27,22.95420741,34.38562418,972.7614256,632,4.5,10.2,Night
806,2019-05-20 19:17:28,22.95420741,34.3956231,972.7893156,631,4.5,10.2,Night
807,2019-05-20 19:17:28,22.94910242,34.40561196,972.8372159,632,4.4,10.2,Night
808,2019-05-20 19:17:29,22.94910242,34.38561437,972.7535465,631,4.4,10.3,Night
809,2019-05-20 19:17:30,22.94910242,34.39061378,972.7814363,632,4.4,10.3,Night
810,2019-05-20 19:17:30,22.93889243,34.38559474,972.7935671,631,4.4,10.0,Night
811,2019-05-20 19:17:31,22.94399742,34.38560456,972.8014466,632,4.4,10.2,Night
812,2019-05-20 19:17:32,22.94399742,34.39060391,972.8293362,632,4.4,10.2,Night
813,2019-05-20 19:17:32,22.94399742,34.38560456,972.773557,631,4.4,10.3,Night
814,2019-05-20 19:17:33,22.94399742,34.38560456,972.773557,632,4.3,10.2,Night
816,2019-05-20 19:17:34,22.87763256,34.41046918,972.6711287,632,4.3,9.2,Night
815,2019-05-20 19:17:34,22.94399742,34.39560326,972.8014466,632,4.3,10.2,Night
817,2019-05-20 19:17:35,22.93889243,34.38559474,972.7377884,631,4.4,9.4,Night
818,2019-05-20 19:17:36,22.94399742,34.38060521,972.8014466,632,4.4,9.4,Night
819,2019-05-20 19:17:36,22.93378744,34.38558492,972.7856876,632,4.4,9.1,Night
820,2019-05-20 19:17:37,22.93889243,34.39059404,972.7656777,632,4.4,9.1,Night
821,2019-05-20 19:17:38,22.93889243,34.4005926,972.7656777,632,4.4,9.1,Night
822,2019-05-20 19:17:38,22.92868245,34.39557343,972.7499193,632,4.4,9.2,Night
823,2019-05-20 19:17:39,22.94399742,34.39560326,972.773557,631,4.4,9.2,Night
824,2019-05-20 19:17:40,22.93378744,34.40558182,972.7856876,632,4.4,9.2,Night
825,2019-05-20 19:17:40,22.93378744,34.41058102,972.7577985,632,4.4,7.8,Night
826,2019-05-20 19:17:41,22.93889243,34.41059114,972.8493459,631,4.3,7.4,Night
827,2019-05-20 19:17:42,22.93378744,34.43057778,972.8135768,631,4.3,7.4,Night
828,2019-05-20 19:17:42,22.93889243,34.41559039,972.8214565,631,4.3,8.0,Night
829,2019-05-20 19:17:43,22.93378744,34.40558182,972.7856876,632,4.3,7.8,Night
831,2019-05-20 19:17:44,22.93889243,34.43058812,972.7656777,631,4.4,7.7,Night
830,2019-05-20 19:17:44,22.93378744,34.43557695,972.8414659,632,4.3,7.8,Night
832,2019-05-20 19:17:45,22.92868245,34.41557004,972.8056971,632,4.3,7.6,Night
833,2019-05-20 19:17:46,22.92357746,34.41555985,972.7978174,632,4.3,7.6,Night
834,2019-05-20 19:17:46,22.92868245,34.43556654,972.7499193,631,4.4,8.4,Night
835,2019-05-20 19:17:47,22.93378744,34.41058102,972.8414659,631,4.4,8.4,Night
836,2019-05-20 19:17:48,22.93378744,34.41558022,972.7856876,631,4.4,8.4,Night
837,2019-05-20 19:17:48,22.92868245,34.42056918,972.7778082,631,4.4,8.5,Night
838,2019-05-20 19:17:49,22.93889243,34.42558889,972.7656777,631,4.5,9.0,Night
839,2019-05-20 19:17:50,22.92868245,34.43056742,972.7499193,632,4.5,9.0,Night
840,2019-05-20 19:17:50,22.93378744,34.41558022,972.7856876,631,4.5,8.8,Night
841,2019-05-20 19:17:51,22.92868245,34.44556474,972.8056971,632,4.5,8.8,Night
842,2019-05-20 19:17:52,22.92357746,34.44555421,972.7141515,631,4.5,8.8,Night
843,2019-05-20 19:17:52,22.93889243,34.42558889,972.7656777,632,4.5,9.1,Night
844,2019-05-20 19:17:53,22.93889243,34.45058499,972.8214565,632,4.5,9.3,Night
846,2019-05-20 19:17:54,22.92357746,34.45055324,972.8257061,632,4.6,9.6,Night
845,2019-05-20 19:17:54,22.92868245,34.45556291,972.8056971,631,4.5,9.3,Night
847,2019-05-20 19:17:55,22.92868245,34.46056199,972.7778082,632,4.6,9.2,Night
848,2019-05-20 19:17:56,22.92868245,34.43056742,972.7499193,632,4.6,9.2,Night
849,2019-05-20 19:17:56,22.92868245,34.46056199,972.861475,632,4.5,9.0,Night
850,2019-05-20 19:17:57,22.92868245,34.45556291,972.7778082,631,4.5,8.8,Night
851,2019-05-20 19:17:58,22.92868245,34.46556106,972.8893639,631,4.5,8.8,Night
852,2019-05-20 19:17:58,22.92868245,34.47056012,972.861475,631,4.6,9.5,Night
853,2019-05-20 19:17:59,22.91847247,34.46054057,972.7620494,632,4.6,9.5,Night
854,2019-05-20 19:18:00,22.92868245,34.46556106,972.833586,632,4.6,9.5,Night
855,2019-05-20 19:18:00,22.93378744,34.47057093,972.7856876,631,4.6,9.6,Night
856,2019-05-20 19:18:01,22.92357746,34.4755483,972.7978174,632,4.7,9.7,Night
857,2019-05-20 19:18:02,22.92868245,34.47555918,972.8056971,631,4.7,9.7,Night
858,2019-05-20 19:18:02,22.92357746,34.48054729,972.8257061,632,4.6,9.7,Night
859,2019-05-20 19:18:03,22.92357746,34.4755483,972.8535948,632,4.7,9.8,Night
860,2019-05-20 19:18:04,22.92868245,34.4905563,972.861475,632,4.7,9.8,Night
861,2019-05-20 19:18:04,22.92357746,34.48054729,972.7978174,632,4.6,9.5,Night
862,2019-05-20 19:18:05,22.92868245,34.48055822,972.7778082,632,4.6,9.6,Night
863,2019-05-20 19:18:06,22.92357746,34.48554627,972.7978174,632,4.6,9.6,Night
864,2019-05-20 19:18:06,22.92868245,34.48555726,972.7778082,632,4.6,9.6,Night
865,2019-05-20 19:18:07,22.93378744,34.49556642,972.8135768,631,4.6,9.5,Night
866,2019-05-20 19:18:08,22.92357746,34.48554627,972.7699288,631,4.6,9.5,Night
867,2019-05-20 19:18:08,22.92868245,34.49555532,972.8056971,632,4.6,9.8,Night
868,2019-05-20 19:18:09,22.92868245,34.4905563,972.8056971,631,4.6,10.2,Night
869,2019-05-20 19:18:10,22.93889243,34.47058174,972.8214565,632,4.6,10.2,Night
870,2019-05-20 19:18:10,22.92868245,34.46056199,972.833586,631,4.6,10.6,Night
871,2019-05-20 19:18:11,22.93889243,34.48058007,972.8493459,631,4.7,12.0,Night
872,2019-05-20 19:18:12,22.94399742,34.48059098,972.8014466,631,4.7,12.0,Night
873,2019-05-20 19:18:12,22.93378744,34.48056915,972.8135768,632,4.7,11.3,Night
874,2019-05-20 19:18:13,22.93889243,34.48557922,972.7935671,632,4.7,11.4,Night
875,2019-05-20 19:18:14,22.92868245,34.47555918,972.8056971,631,4.7,11.4,Night
876,2019-05-20 19:18:14,22.93889243,34.48557922,972.7377884,632,4.7,11.2,Night
877,2019-05-20 19:18:15,22.94399742,34.49058939,972.8293362,632,4.7,11.2,Night
879,2019-05-20 19:18:16,22.94399742,34.4655933,972.773557,631,4.7,10.4,Night
878,2019-05-20 19:18:16,22.93378744,34.47557005,972.7856876,632,4.7,11.2,Night
880,2019-05-20 19:18:17,22.93889243,34.50557577,972.7098991,632,4.7,10.4,Night
881,2019-05-20 19:18:17,22.94399742,34.47559176,972.8014466,631,4.7,10.3,Night
882,2019-05-20 19:18:18,22.93889243,34.49057837,972.7656777,632,4.8,10.2,Night
883,2019-05-20 19:18:19,22.93889243,34.48557922,972.7656777,631,4.8,10.2,Night
884,2019-05-20 19:18:19,22.93889243,34.48058007,972.7935671,632,4.7,9.8,Night
885,2019-05-20 19:18:20,22.94399742,34.48559019,972.773557,632,4.7,9.8,Night
886,2019-05-20 19:18:21,22.94910242,34.48560115,972.7535465,632,4.7,9.8,Night
887,2019-05-20 19:18:21,22.94399742,34.49058939,972.8293362,632,4.7,9.9,Night
888,2019-05-20 19:18:22,22.94399742,34.48559019,972.773557,631,4.7,9.8,Night
889,2019-05-20 19:18:23,22.94399742,34.48559019,972.7456674,631,4.7,9.8,Night
890,2019-05-20 19:18:23,22.94399742,34.50058778,972.8014466,631,4.7,9.5,Night
891,2019-05-20 19:18:24,22.94910242,34.50559815,972.7535465,632,4.7,9.5,Night
892,2019-05-20 19:18:25,22.93889243,34.49057837,972.7935671,631,4.6,9.0,Night
893,2019-05-20 19:18:25,22.94910242,34.48060188,972.7535465,631,4.7,9.4,Night
894,2019-05-20 19:18:26,22.94910242,34.48560115,972.8093261,631,4.7,9.4,Night
895,2019-05-20 19:18:27,22.94399742,34.49058939,972.773557,632,4.7,9.4,Night
896,2019-05-20 19:18:27,22.94910242,34.49060041,972.8093261,632,4.7,9.5,Night
897,2019-05-20 19:18:28,22.93889243,34.48058007,972.7935671,632,4.7,9.5,Night
898,2019-05-20 19:18:29,22.94910242,34.48060188,972.7814363,631,4.7,8.6,Night
899,2019-05-20 19:18:29,22.94910242,34.48060188,972.7256567,632,4.7,8.6,Night
900,2019-05-20 19:18:30,22.93889243,34.48557922,972.7656777,631,4.7,8.6,Night
901,2019-05-20 19:18:31,22.94399742,34.50058778,972.8014466,632,4.7,8.6,Night
902,2019-05-20 19:18:31,22.94399742,34.48559019,972.773557,631,4.7,8.3,Night
903,2019-05-20 19:18:32,22.93889243,34.48058007,972.7377884,632,4.7,8.3,Night
904,2019-05-20 19:18:33,22.94399742,34.49558859,972.8014466,632,4.6,8.2,Night
905,2019-05-20 19:18:33,22.94399742,34.50058778,972.7177779,631,4.6,8.3,Night
906,2019-05-20 19:18:34,22.9593124,34.49562178,972.7971949,632,4.7,8.4,Night
907,2019-05-20 19:18:35,22.94910242,34.49559966,972.7535465,632,4.7,8.4,Night
908,2019-05-20 19:18:35,22.95420741,34.49561073,972.7614256,631,4.6,8.3,Night
909,2019-05-20 19:18:36,22.95420741,34.49061142,972.7893156,632,4.6,8.3,Night
911,2019-05-20 19:18:37,22.9593124,34.48062365,972.8250852,631,4.7,8.4,Night
910,2019-05-20 19:18:37,22.94910242,34.48060188,972.7256567,632,4.6,8.4,Night
912,2019-05-20 19:18:38,22.95420741,34.4856121,972.8450957,632,4.7,8.4,Night
913,2019-05-20 19:18:38,22.96952239,34.47564589,972.8129537,631,4.7,8.0,Night
914,2019-05-20 19:18:39,22.94399742,34.47559176,972.8293362,631,4.7,7.7,Night
915,2019-05-20 19:18:40,22.94910242,34.48560115,972.8093261,631,4.7,7.7,Night
916,2019-05-20 19:18:40,22.95420741,34.47561344,972.7893156,632,4.8,7.4,Night
917,2019-05-20 19:18:41,22.96441739,34.47563508,972.7492933,632,4.7,6.1,Night
918,2019-05-20 19:18:42,22.94910242,34.49060041,972.8372159,632,4.7,6.1,Night
919,2019-05-20 19:18:42,22.9593124,34.49062241,972.7971949,631,4.8,6.5,Night
920,2019-05-20 19:18:43,22.96952239,34.49064438,972.785063,631,4.8,6.4,Night
921,2019-05-20 19:18:44,22.9593124,34.48562304,972.8250852,631,4.8,6.4,Night
922,2019-05-20 19:18:44,22.9593124,34.50062114,972.7971949,632,4.8,6.5,Night
923,2019-05-20 19:18:45,22.94910242,34.49060041,972.8093261,632,4.8,6.5,Night
924,2019-05-20 19:18:46,22.96952239,34.49064438,972.8129537,632,4.7,6.5,Night
925,2019-05-20 19:18:46,22.96952239,34.50064334,972.8408444,632,4.7,6.5,Night
926,2019-05-20 19:18:47,22.96441739,34.46563616,972.7492933,633,4.7,6.5,Night
927,2019-05-20 19:18:48,22.96952239,34.49064438,972.7571723,632,4.7,6.6,Night
928,2019-05-20 19:18:48,22.97462738,34.47565668,972.7650512,632,4.6,6.5,Night
929,2019-05-20 19:18:49,22.97462738,34.47065711,972.8208331,632,4.6,6.5,Night
930,2019-05-20 19:18:50,22.96952239,34.47064637,972.7571723,632,4.6,6.6,Night
931,2019-05-20 19:18:50,22.9593124,34.46062604,972.7414144,633,4.8,7.3,Night
932,2019-05-20 19:18:51,22.97462738,34.45065876,972.8208331,632,4.8,7.3,Night
933,2019-05-20 19:18:52,22.97462738,34.45565836,972.7650512,633,4.8,7.4,Night
934,2019-05-20 19:18:52,22.97462738,34.46565754,972.7929422,633,4.8,7.7,Night
935,2019-05-20 19:18:53,22.98483737,34.45567947,972.836592,632,4.8,7.7,Night
936,2019-05-20 19:18:54,22.97462738,34.46065795,972.7650512,632,4.9,7.8,Night
937,2019-05-20 19:18:54,22.96952239,34.4456487,972.785063,632,5.0,8.0,Night
938,2019-05-20 19:18:55,22.96952239,34.46564685,972.7571723,633,5.0,8.0,Night
939,2019-05-20 19:18:56,22.97973237,34.45066926,972.7729302,633,4.9,8.5,Night
940,2019-05-20 19:18:56,22.97462738,34.45565836,972.7650512,632,4.8,8.6,Night
941,2019-05-20 19:18:57,22.96952239,34.4456487,972.785063,632,4.8,8.6,Night
943,2019-05-20 19:18:58,22.97973237,34.42067117,972.7729302,632,4.8,8.7,Night
942,2019-05-20 19:18:58,22.97462738,34.43066029,972.8208331,632,4.8,8.4,Night
944,2019-05-20 19:18:59,22.96952239,34.43065,972.7013909,632,4.8,8.7,Night
945,2019-05-20 19:19:00,22.96952239,34.44064914,972.8129537,632,4.8,8.6,Night
946,2019-05-20 19:19:00,22.96952239,34.43564957,972.8408444,632,4.8,8.8,Night
947,2019-05-20 19:19:01,22.96441739,34.42064066,972.7771838,633,4.8,8.8,Night
948,2019-05-20 19:19:02,22.97973237,34.4456696,972.8287126,632,4.7,8.6,Night
949,2019-05-20 19:19:02,22.97462738,34.43066029,972.7929422,633,4.8,8.7,Night
950,2019-05-20 19:19:03,22.97973237,34.44066993,972.7729302,632,4.8,8.7,Night
951,2019-05-20 19:19:03,22.97973237,34.42067117,972.8287126,633,4.8,8.8,Night
952,2019-05-20 19:19:04,22.97973237,34.42567087,972.745039,632,4.8,8.8,Night
953,2019-05-20 19:19:05,22.97462738,34.41566135,972.8208331,632,4.8,8.8,Night
954,2019-05-20 19:19:05,22.97462738,34.41566135,972.7092694,633,4.8,8.9,Night
955,2019-05-20 19:19:06,22.96952239,34.43564957,972.8129537,632,4.8,8.9,Night
956,2019-05-20 19:19:07,22.98483737,34.43068083,972.7808092,632,4.8,8.9,Night
957,2019-05-20 19:19:07,22.97973237,34.43567025,972.7171479,632,4.7,9.0,Night
958,2019-05-20 19:19:08,22.97973237,34.44066993,972.8008214,633,4.7,9.0,Night
959,2019-05-20 19:19:09,22.97462738,34.45565836,972.7929422,633,4.7,8.9,Night
960,2019-05-20 19:19:09,22.98483737,34.43568057,972.836592,632,4.6,8.9,Night
961,2019-05-20 19:19:10,22.97973237,34.43067056,972.7729302,632,4.6,8.9,Night
962,2019-05-20 19:19:11,22.97973237,34.47066785,972.7171479,633,4.6,8.8,Night
963,2019-05-20 19:19:11,22.98483737,34.45067976,972.7808092,631,4.6,8.9,Night
964,2019-05-20 19:19:12,22.98994236,34.45069024,972.7886882,633,4.6,8.9,Night
965,2019-05-20 19:19:13,22.97973237,34.45066926,972.8287126,633,4.6,8.8,Night
966,2019-05-20 19:19:13,22.98994236,34.44569046,972.6771219,633,4.6,8.7,Night
967,2019-05-20 19:19:14,22.98483737,34.44568003,972.7808092,632,4.6,8.7,Night
968,2019-05-20 19:19:15,22.99504735,34.45570055,972.7965673,633,4.6,8.6,Night
969,2019-05-20 19:19:15,22.99504735,34.44570088,972.8244592,632,4.7,8.7,Night
970,2019-05-20 19:19:16,23.00015235,34.42571165,972.8044464,633,4.7,8.7,Night
971,2019-05-20 19:19:17,22.99504735,34.46070037,972.7407836,632,4.7,8.7,Night
972,2019-05-20 19:19:17,22.98994236,34.45569001,972.6771219,632,4.7,8.7,Night
973,2019-05-20 19:19:18,22.97973237,34.45066926,972.745039,632,4.7,8.7,Night
975,2019-05-20 19:19:19,22.98994236,34.48068876,972.7886882,632,4.8,8.8,Night
974,2019-05-20 19:19:19,22.98994236,34.46068978,972.732905,633,4.8,8.8,Night
976,2019-05-20 19:19:20,22.98994236,34.47068929,972.7607966,631,4.8,8.7,Night
977,2019-05-20 19:19:20,22.99504735,34.46570019,972.8523511,632,4.7,8.4,Night
978,2019-05-20 19:19:21,22.98994236,34.47568903,972.732905,633,4.7,8.4,Night
979,2019-05-20 19:19:22,22.98994236,34.46068978,972.7886882,633,4.7,8.5,Night
980,2019-05-20 19:19:22,22.98994236,34.46068978,972.8165799,633,4.6,8.1,Night
981,2019-05-20 19:19:23,22.98994236,34.47568903,972.8165799,633,4.6,8.1,Night
982,2019-05-20 19:19:24,22.98994236,34.48068876,972.7886882,633,4.5,8.0,Night
983,2019-05-20 19:19:24,22.98994236,34.49068821,972.7607966,632,4.5,7.7,Night
984,2019-05-20 19:19:25,22.98483737,34.49067727,972.7250264,633,4.5,7.7,Night
985,2019-05-20 19:19:25,22.98994236,34.48068876,972.7607966,632,4.5,6.9,Night
986,2019-05-20 19:19:26,22.98483737,34.48567761,972.7250264,632,4.5,6.7,Night
987,2019-05-20 19:19:27,22.98994236,34.49068821,972.732905,633,4.5,6.7,Night
988,2019-05-20 19:19:28,22.98483737,34.49567693,972.8087006,632,4.5,6.7,Night
989,2019-05-20 19:19:28,22.98994236,34.49568793,972.7886882,633,4.5,6.6,Night
990,2019-05-20 19:19:29,22.98994236,34.49568793,972.8165799,632,4.5,6.6,Night
991,2019-05-20 19:19:30,23.00525734,34.49572088,972.8402178,633,4.5,7.0,Night
992,2019-05-20 19:19:30,22.98994236,34.49568793,972.8165799,632,4.5,6.9,Night
993,2019-05-20 19:19:31,22.99504735,34.50569844,972.7965673,632,4.5,6.9,Night
994,2019-05-20 19:19:31,22.99504735,34.49569892,972.7128918,632,4.5,6.8,Night
995,2019-05-20 19:19:32,22.99504735,34.50069868,972.7965673,633,4.5,6.8,Night
996,2019-05-20 19:19:33,22.98994236,34.50568733,972.7607966,633,4.5,7.5,Night
997,2019-05-20 19:19:33,22.99504735,34.51069819,972.7965673,632,4.6,7.3,Night
998,2019-05-20 19:19:34,22.98994236,34.50568733,972.732905,632,4.5,7.1,Night
999,2019-05-20 19:19:35,23.00015235,34.51070935,972.7765543,632,4.5,7.1,Night
1000,2019-05-20 19:32:00,23.00525734,35.18563512,972.7844332,636,5.3,10.3,Night
1001,2019-05-20 19:32:10,23.00015235,34.88067477,972.7207702,637,5.3,9.0,Night
1002,2019-05-20 19:32:21,23.00015235,34.79068686,972.7207702,636,5.3,9.1,Night
1003,2019-05-20 19:32:32,23.01036234,34.73072094,972.736527,637,5.3,9.7,Night
1004,2019-05-20 19:32:42,23.01546734,34.70073654,972.7722982,634,5.1,9.6,Night
1005,2019-05-20 19:32:53,23.01546734,34.65573896,972.7165128,634,5.4,11.9,Night
1006,2019-05-20 19:33:03,23.01546734,34.66573848,972.7165128,636,5.2,10.3,Night
1007,2019-05-20 19:33:14,23.00015235,34.64570136,972.7486622,636,5.1,11.1,Night
1008,2019-05-20 19:33:25,23.00525734,34.64071439,972.7565409,636,5.0,10.2,Night
1009,2019-05-20 19:33:35,23.01036234,34.62072805,972.7086345,634,5.1,11.1,Night
1010,2019-05-20 19:33:46,23.00525734,34.57071829,972.6449719,634,5.3,10.8,Night
1011,2019-05-20 19:33:57,23.00015235,34.51070935,972.7207702,634,5.0,9.8,Night
1012,2019-05-20 19:34:07,23.00015235,34.41071183,972.7207702,636,5.0,10.1,Night
1013,2019-05-20 19:34:18,23.01036234,34.3757312,972.7086345,634,5.1,9.4,Night
1014,2019-05-20 19:34:29,23.00015235,34.3057113,972.7207702,636,5.2,8.3,Night
1015,2019-05-20 19:34:39,23.00015235,34.26571025,972.6928782,634,5.2,7.8,Night
1016,2019-05-20 19:34:50,23.01546734,34.23073273,972.7165128,636,5.1,8.8,Night
1017,2019-05-20 19:35:01,23.00525734,34.24071741,972.6728641,634,5.1,8.9,Night
1018,2019-05-20 19:35:11,22.98994236,34.1956922,972.6771219,633,5.1,11.6,Night
1019,2019-05-20 19:35:22,22.98483737,34.20068473,972.6692438,633,5.2,11.2,Night
1020,2019-05-20 19:35:33,22.97973237,34.19067703,972.6613657,633,5.3,11.8,Night
1021,2019-05-20 19:35:43,22.97973237,34.19567707,972.6613657,633,4.9,8.2,Night
1022,2019-05-20 19:35:54,22.98483737,34.18068434,972.6692438,633,4.8,7.8,Night
1023,2019-05-20 19:36:05,22.97973237,34.14567638,972.6892568,632,5.0,9.4,Night
1024,2019-05-20 19:36:15,22.97973237,34.17067681,972.6055836,632,5.2,10.3,Night
1025,2019-05-20 19:36:26,22.96952239,34.21566152,972.6456096,633,5.2,9.8,Night
1026,2019-05-20 19:36:37,22.98483737,34.21068488,972.6692438,633,5.0,7.6,Night
1027,2019-05-20 19:36:47,22.99504735,34.29070233,972.6571082,632,4.8,8.5,Night
1028,2019-05-20 19:36:58,23.00015235,34.42571165,972.6649862,634,5.1,10.5,Night
1029,2019-05-20 19:37:09,23.01036234,34.47073206,972.5970648,634,5.3,11.0,Night
1030,2019-05-20 19:37:19,23.03078232,34.45577405,972.6843608,634,5.7,10.9,Night
1031,2019-05-20 19:37:30,23.02567733,34.47576419,972.6206968,634,5.4,9.4,Night
1032,2019-05-20 19:37:40,23.03078232,34.53077663,972.6843608,457,5.4,9.5,Night
1033,2019-05-20 19:37:51,23.03588732,34.61078982,972.6643451,202,5.6,10.7,Night
1034,2019-05-20 19:38:02,23.04609732,34.65081543,972.6522064,248,5.6,12.3,Night
1035,2019-05-20 19:38:12,23.03078232,34.71577599,972.6285742,234,5.3,11.1,Night
1036,2019-05-20 19:38:23,23.04099232,34.71080291,972.6164352,548,5.2,9.5,Night
1037,2019-05-20 19:38:34,23.05630731,34.73584361,972.6679614,668,5.3,8.5,Night
1038,2019-05-20 19:38:45,23.04099232,34.81080084,972.644329,694,5.6,10.1,Night
1039,2019-05-20 19:38:55,23.03588732,34.86078361,972.6922387,730,5.4,9.6,Night
1040,2019-05-20 19:39:06,23.03588732,34.9157798,972.748026,726,5.3,9.0,Night
1041,2019-05-20 19:39:17,23.01546734,34.87572148,972.6886201,904,5.1,7.9,Night
1042,2019-05-20 19:39:27,23.01546734,34.905718,972.6607274,986,5.4,9.4,Night
1043,2019-05-20 19:39:38,23.00525734,34.89568809,972.6449719,982,5.4,9.6,Night
1044,2019-05-20 19:39:49,23.00015235,34.85067906,972.6928782,957,5.5,10.3,Night
1045,2019-05-20 19:39:59,23.02057233,34.80574308,972.6964981,924,5.3,10.7,Night
1046,2019-05-20 19:40:10,23.02567733,34.75076089,972.7601625,960,5.2,10.0,Night
1047,2019-05-20 19:40:21,23.04099232,34.74580252,972.7001166,824,5.0,11.2,Night
1048,2019-05-20 19:40:31,23.0869373,34.81093119,972.6594353,786,5.3,11.1,Night
1049,2019-05-20 19:40:42,23.21456239,35.21140804,972.7168657,776,5.4,12.4,Night
1050,2019-05-20 19:40:53,23.24008743,34.48621122,972.7283469,768,5.4,9.9,Night
1051,2019-05-20 19:41:03,23.25540246,34.31614628,972.69617,764,5.2,8.4,Night
1052,2019-05-20 19:41:14,23.25540246,34.26111333,972.7240734,760,5.2,8.3,Night
1053,2019-05-20 19:41:25,23.25540246,34.22108881,972.6403633,748,5.5,9.7,Night
1054,2019-05-20 19:41:35,23.79653509,43.00164765,973.1960606,741,5.8,10.7,Night
1055,2019-05-20 19:41:46,23.85269055,34.89314107,973.1430484,739,5.6,11.2,Night
1056,2019-05-20 19:41:57,23.903741,35.10366931,973.1659375,734,5.4,11.0,Night
1057,2019-05-20 19:42:07,23.903741,34.00149222,973.1380049,734,5.2,10.6,Night
1058,2019-05-20 19:42:18,23.90884605,34.24701436,973.1738127,728,5.2,9.4,Night
1059,2019-05-20 19:42:29,23.90884605,33.88624657,973.1458798,725,5.4,10.2,Night
1060,2019-05-20 19:42:39,23.91905614,34.05161179,973.189563,718,5.8,10.1,Night
1061,2019-05-20 19:42:50,23.93437129,34.19693976,973.1573207,718,6.0,12.3,Night
1062,2019-05-20 19:43:00,23.51575832,34.67697159,972.7070794,713,5.9,12.1,Night
1063,2019-05-20 19:43:11,23.50044325,34.01118118,972.6834566,706,5.8,13.5,Night
1064,2019-05-20 19:43:22,23.45449805,33.94106018,972.6963264,705,5.5,9.8,Night
1065,2019-05-20 19:43:32,23.45449805,34.08121805,972.7242387,701,5.6,11.1,Night
1066,2019-05-20 19:43:43,23.45960307,34.4666325,972.7600261,696,5.7,11.2,Night
1067,2019-05-20 19:43:54,23.87821578,33.95637935,973.2103568,694,5.5,9.2,Night
1068,2019-05-20 19:44:05,23.87311073,33.76096399,973.1745498,693,5.4,9.4,Night
